Note: All positions are measured in the same coordinate 
  frame as the obtained critical curves (i.e., with 
  respect to input image mesh, centred at (0,0) arcsec.
  Galaxy light centre is at (-7.571352e-02 -8.677053e-02) arcsec.
  Tangential critical centre is (-6.486053e-02 2.815899e-01) arcsec.
  Closest image triplet: index 1,2,3 in counter-clockwise order,
  with img_2 as the middle image. OpenAngle below is measured
  from the centre of the tangential critical curve. 
**********************************************************
#1: xs; #2: ys; #3: Nimg; #4: x1; #5: y1; #6: mag1;
#7: x2; #8: y2; #9: mag2; #10: x3; #11: y3;
#12: mag3; #13: OpenAngle(degree); #14: CuspRelation
3.34712e-02 4.76464e-02 5 5.96996e-01 1.03288e-02 1.58503e+01 2.77598e-01 9.24965e-01 -9.09963e+00 -5.62034e-01 8.51981e-01 6.62830e+00 1.53363e+02 4.23677e-01
-4.43160e-02 -4.87891e-02 5 -7.64727e-01 9.38818e-02 9.60422e+00 -4.25313e-01 -3.93605e-01 -1.62374e+01 -9.76169e-02 -5.33963e-01 1.33544e+01 7.26863e+01 1.71477e-01
3.72990e-02 2.68292e-02 5 1.77040e-01 9.64208e-01 -6.50836e+00 -6.13300e-01 7.61870e-01 7.03659e+00 -4.49752e-01 -2.45807e-01 -4.29958e+00 1.63391e+02 2.11345e-01
-2.26182e-02 -3.12627e-02 5 -7.70801e-01 2.32016e-01 9.02050e+00 -4.72000e-01 -3.24937e-01 -9.62820e+00 1.06820e-01 -5.12010e-01 7.90087e+00 9.81899e+01 2.74700e-01
-8.72259e-03 -3.33562e-02 5 -7.51874e-01 1.85129e-01 1.19195e+01 -5.56575e-01 -2.27867e-01 -1.10318e+01 1.91483e-01 -4.95010e-01 6.67067e+00 1.00275e+02 2.55160e-01
-6.24823e-03 -1.94849e-02 5 -7.62704e-01 3.42013e-01 8.76471e+00 -4.89926e-01 -2.84815e-01 -7.77443e+00 2.31531e-01 -4.65202e-01 7.15095e+00 1.16596e+02 3.43656e-01
4.77965e-02 1.45160e-02 5 8.91611e-02 9.89190e-01 -6.00211e+00 -6.22379e-01 7.20545e-01 8.07847e+00 -5.08072e-01 -1.85961e-01 -4.80851e+00 1.48811e+02 1.44642e-01
-3.58980e-02 -3.14413e-02 5 -7.83829e-01 2.43935e-01 7.78563e+00 -3.79137e-01 -4.04417e-01 -1.25187e+01 -9.80987e-03 -5.22080e-01 1.15641e+01 9.09206e+01 2.14351e-01
6.79888e-02 -1.91211e-02 5 -5.90647e-02 9.84047e-01 -5.48557e+00 -6.96409e-01 3.80563e-01 3.78904e+01 -6.78917e-01 1.60819e-01 -3.20860e+01 1.01599e+02 4.22548e-03
-2.59514e-02 -3.22411e-02 5 -7.73041e-01 2.25990e-01 8.80896e+00 -4.57462e-01 -3.40797e-01 -9.97336e+00 8.03878e-02 -5.17025e-01 8.33038e+00 9.58189e+01 2.64304e-01
1.56189e-02 1.66558e-04 5 -7.21532e-01 5.37043e-01 7.34423e+00 -4.82291e-01 -2.56296e-01 -5.82055e+00 3.88041e-01 -3.56758e-01 6.61675e+00 1.46612e+02 4.11517e-01
6.26393e-02 7.04810e-02 5 6.36772e-01 4.27227e-01 1.34475e+01 1.31276e-01 1.03453e+00 -1.49503e+01 -3.00363e-01 1.03469e+00 1.20432e+01 9.56386e+01 2.60636e-01
-4.51735e-02 6.89508e-02 5 1.46801e-01 -3.88515e-01 -5.19065e+01 3.07409e-01 -3.01390e-01 6.11734e+01 5.34988e-01 6.71715e-02 -1.82289e+01 5.28010e+01 6.82509e-02
-1.56260e-02 3.08028e-02 5 -2.54593e-01 -4.02931e-01 -6.74236e+00 3.33897e-01 -3.43716e-01 1.10964e+01 4.08932e-01 7.43859e-01 -7.96747e+00 1.49787e+02 1.40023e-01
6.79474e-02 5.33676e-02 5 6.56937e-01 1.81998e-01 1.18287e+01 -2.90292e-03 1.05069e+00 -1.53806e+01 -3.11129e-01 1.01183e+00 1.63000e+01 1.16492e+02 2.92999e-01
-3.30857e-02 2.50546e-02 5 -7.50204e-01 6.12875e-01 4.74295e+00 -1.15162e-01 -4.55241e-01 -1.75550e+01 1.14195e-01 -4.48459e-01 2.14812e+01 1.29579e+02 1.98019e-01
