-2.41959e-02 6.73190e-03 5 0.00000e+00 0.00000e+00 9.77156e-01 5.02654e+00 -7.81764e+00 9.90030e-01 1.88583e-01 1.02309e+01 9.82461e-01 1.18723e+00 -1.82897e+01 1.40024e+02 4.36906e-01
-4.01386e-02 -3.96079e-02 5 0.00000e+00 0.00000e+00 1.00919e+00 5.51224e+00 -7.89340e+01 1.00846e+00 5.59576e+00 7.78271e+01 9.37528e-01 1.23336e+00 -9.03690e+00 1.14838e+02 6.11814e-02
2.53621e-02 4.11663e-02 5 0.00000e+00 0.00000e+00 1.03896e+00 3.61060e-01 8.20297e+00 1.04385e+00 2.01896e+00 -2.59901e+01 1.04112e+00 2.49427e+00 1.99413e+01 1.22224e+02 3.97935e-02
-4.96643e-03 1.73397e-02 5 0.00000e+00 0.00000e+00 1.00781e+00 2.46052e-01 8.77879e+00 1.00977e+00 1.45418e+00 -1.41616e+01 1.04702e+00 2.94970e+00 8.66256e+00 1.54907e+02 1.03779e-01
-6.37502e-02 -9.05709e-03 5 0.00000e+00 0.00000e+00 9.72532e-01 5.42328e+00 -1.25209e+01 9.56949e-01 4.76578e-02 1.99288e+01 9.39996e-01 7.69165e-01 -1.32468e+01 9.33386e+01 1.27777e-01
1.00787e-02 5.96942e-02 5 0.00000e+00 0.00000e+00 1.03394e+00 7.25389e-01 3.03793e+01 1.05958e+00 1.74158e+00 -4.35480e+01 1.06456e+00 2.40632e+00 1.62325e+01 9.63104e+01 3.39821e-02
4.98269e-02 9.72034e-03 5 0.00000e+00 0.00000e+00 1.00741e+00 2.13536e+00 -1.29739e+01 9.95962e-01 2.93136e+00 1.62263e+01 9.64272e-01 4.39057e+00 -9.44749e+00 1.29214e+02 1.60294e-01
6.29775e-03 -6.96730e-02 5 0.00000e+00 0.00000e+00 1.04141e+00 3.83926e+00 1.80449e+01 1.05697e+00 4.89604e+00 -2.19986e+01 1.05966e+00 5.66808e+00 1.13527e+01 1.04783e+02 1.43960e-01
-3.06136e-02 -3.10774e-02 5 0.00000e+00 0.00000e+00 1.00911e+00 5.23789e+00 -1.31839e+01 1.00741e+00 5.89415e+00 1.89914e+01 9.50707e-01 1.29536e+00 -9.61907e+00 1.34110e+02 9.11993e-02
3.24943e-02 1.60024e-02 5 0.00000e+00 0.00000e+00 1.01795e+00 1.96078e+00 -1.37155e+01 1.01470e+00 2.88737e+00 1.37146e+01 9.66325e-01 4.56384e+00 -8.96709e+00 1.49145e+02 2.46392e-01
-4.32834e-02 1.58542e-02 5 0.00000e+00 0.00000e+00 9.62052e-01 5.14000e+00 -7.15860e+00 9.70487e-01 3.97130e-01 2.25067e+01 9.69227e-01 6.52537e-01 -3.11332e+01 1.02887e+02 2.59630e-01
-1.93195e-02 -1.37022e-02 5 0.00000e+00 0.00000e+00 9.97828e-01 5.04250e+00 -9.79399e+00 1.00184e+00 6.22950e+00 1.18802e+01 9.72744e-01 1.35928e+00 -1.09558e+01 1.48968e+02 2.71825e-01
-2.46822e-02 -4.19434e-02 5 0.00000e+00 0.00000e+00 1.05805e+00 3.39970e+00 8.05131e+00 1.02134e+00 5.24319e+00 -1.62184e+01 1.01974e+00 5.76451e+00 1.57891e+01 1.35494e+02 1.90271e-01
-6.82178e-02 -1.78775e-02 5 0.00000e+00 0.00000e+00 9.74421e-01 5.63156e+00 -6.35248e+01 9.72322e-01 5.78362e+00 1.07000e+02 9.31583e-01 8.13045e-01 -1.14814e+01 8.39193e+01 1.75783e-01
-4.50350e-03 -4.22925e-02 5 0.00000e+00 0.00000e+00 1.03918e+00 3.45916e+00 1.01855e+01 1.02875e+00 4.97326e+00 -1.39242e+01 1.03456e+00 5.87913e+00 1.18679e+01 1.38654e+02 2.25952e-01
3.02661e-02 -4.70430e-02 5 0.00000e+00 0.00000e+00 1.01030e+00 3.75529e+00 2.67017e+01 1.02314e+00 4.36018e+00 -2.79765e+01 1.06449e+00 5.95127e+00 8.56404e+00 1.25821e+02 1.15259e-01
1.56991e-02 -5.00518e-02 5 0.00000e+00 0.00000e+00 1.02280e+00 3.65238e+00 1.45885e+01 1.03614e+00 4.68945e+00 -2.03724e+01 1.05477e+00 5.88181e+00 9.36135e+00 1.27737e+02 8.07151e-02
1.89826e-02 -1.67124e-02 5 0.00000e+00 0.00000e+00 9.84520e-01 1.71588e+00 -9.35812e+00 1.01618e+00 3.25236e+00 9.72358e+00 1.00235e+00 4.66555e+00 -1.22382e+01 1.69004e+02 3.79079e-01
4.63689e-02 -1.08216e-02 5 0.00000e+00 0.00000e+00 9.89819e-01 1.99377e+00 -9.32139e+00 9.90831e-01 3.21839e+00 1.24259e+01 9.83345e-01 4.34213e+00 -1.28747e+01 1.34551e+02 2.82194e-01
4.38265e-02 -2.75265e-05 5 0.00000e+00 0.00000e+00 1.00072e+00 2.01448e+00 -1.07635e+01 9.95674e-01 3.08080e+00 1.16934e+01 9.76080e-01 4.41567e+00 -1.05996e+01 1.37578e+02 2.92519e-01
-5.68027e-02 2.81099e-03 5 0.00000e+00 0.00000e+00 9.67064e-01 5.28746e+00 -8.66363e+00 9.58082e-01 2.46828e-01 1.59607e+01 9.51832e-01 6.97188e-01 -1.74439e+01 9.69966e+01 2.41199e-01
1.85604e-02 2.49592e-02 5 0.00000e+00 0.00000e+00 1.03031e+00 2.54516e-01 7.41779e+00 1.02625e+00 1.79466e+00 -1.69645e+01 1.03212e+00 2.81600e+00 1.29521e+01 1.46762e+02 9.12147e-02
3.90780e-02 -1.28628e-03 5 0.00000e+00 0.00000e+00 1.00022e+00 1.96037e+00 -1.06032e+01 9.99627e-01 3.09785e+00 1.09976e+01 9.79737e-01 4.46099e+00 -1.07892e+01 1.43275e+02 3.20929e-01
1.35953e-02 1.76286e-02 5 0.00000e+00 0.00000e+00 1.02544e+00 2.08377e-01 7.51358e+00 1.01802e+00 1.69833e+00 -1.43983e+01 1.03126e+00 2.91537e+00 1.05290e+01 1.55099e+02 1.12336e-01
3.16326e-02 -1.17889e-02 5 0.00000e+00 0.00000e+00 9.90095e-01 1.85159e+00 -9.84849e+00 1.00460e+00 3.21410e+00 1.04890e+01 9.92954e-01 4.51552e+00 -1.25746e+01 1.52632e+02 3.62606e-01
-3.88642e-02 -4.05884e-02 5 0.00000e+00 0.00000e+00 1.01082e+00 5.49833e+00 -6.64849e+01 1.00995e+00 5.59847e+00 6.50519e+01 9.37643e-01 1.24879e+00 -8.89098e+00 1.16519e+02 7.35183e-02
2.26449e-02 -5.17545e-03 5 0.00000e+00 0.00000e+00 9.96393e-01 1.77180e+00 -1.09680e+01 1.01395e+00 3.14012e+00 9.35806e+00 9.90010e-01 4.63397e+00 -1.09969e+01 1.63990e+02 4.02479e-01
9.63071e-04 -4.46429e-02 5 0.00000e+00 0.00000e+00 1.03437e+00 3.50480e+00 1.10549e+01 1.03183e+00 4.90749e+00 -1.38858e+01 1.04020e+00 5.87734e+00 1.10320e+01 1.35936e+02 2.27983e-01
