Note: All positions are measured in the same coordinate 
  frame as the obtained critical curves (i.e., with 
  respect to input image mesh, centred at (0,0) arcsec.
  Galaxy light centre is at (-5.350915e-02 1.475737e-02) arcsec.
  Tangential critical centre is (-3.898700e-02 -2.904223e-02) arcsec.
  Time-delay (TDE7) is w.r.t central image (in 1E7 sec).
************************************************
xs ys Nimg ximg_1 yimg_1 mag_1 TDE7_1 ... (Nimg) 
3.90182e-01 -2.37693e-01 5 -5.93014e-02 -7.76590e-03 5.71830e-02 0.00000e+00 -2.16217e-01 1.30062e+00 -4.69751e+00 -6.06735e-01 -1.34450e+00 -3.30787e-01 1.18397e+01 -7.20306e-01 -8.78395e-01 -1.16692e+00 -1.05930e+01 -7.03384e-01 1.40691e+00 -2.76792e-01 6.50525e+00 -9.62479e-01 
2.54396e-01 -1.06920e-01 5 -4.37111e-02 -4.79428e-02 5.78180e-02 0.00000e+00 1.11864e+00 8.06147e-01 1.54332e+01 -7.86423e-01 6.27024e-01 1.28747e+00 -9.98529e+00 -7.79236e-01 -1.37166e+00 6.08226e-01 7.62442e+00 -9.51080e-01 2.67503e-02 -1.33846e+00 -4.32720e+00 -5.56580e-01 
3.10187e-01 -1.73698e-01 5 -4.94607e-02 -2.66825e-02 5.66808e-02 0.00000e+00 1.34952e+00 1.21629e-01 7.71109e+00 -8.33023e-01 1.41483e-01 1.39490e+00 -5.05503e+00 -7.01721e-01 -1.41449e+00 2.26265e-01 9.24717e+00 -8.35754e-01 -2.22685e-01 -1.41446e+00 -5.26886e+00 -6.51337e-01 
2.67239e-01 -1.94258e-01 5 -4.13096e-02 -1.70373e-02 5.68419e-02 0.00000e+00 3.26035e-01 1.33467e+00 -4.61333e+00 -6.57654e-01 -1.48315e+00 3.85192e-02 6.98030e+00 -8.97720e-01 4.29045e-02 -1.42321e+00 -7.36164e+00 -6.84982e-01 1.30316e+00 -5.69378e-02 9.67658e+00 -7.67899e-01 
2.01043e-01 -1.45698e-01 5 -3.28580e-02 -3.11434e-02 5.76944e-02 0.00000e+00 1.15435e+00 5.81243e-01 2.24549e+01 -6.87393e-01 8.03516e-01 1.08551e+00 -1.66618e+01 -6.83975e-01 -1.52483e+00 2.85220e-01 6.26230e+00 -1.01285e+00 4.09782e-01 -1.22900e+00 -9.05369e+00 -5.96237e-01 
4.52824e-01 -1.96376e-01 5 -7.19073e-02 -2.60310e-02 5.80494e-02 0.00000e+00 1.49637e+00 -1.70763e-02 5.34461e+00 -1.05995e+00 -9.17888e-01 8.92617e-01 -5.29343e+01 -6.33453e-01 -1.07988e+00 6.76904e-01 1.02486e+02 -6.33667e-01 -9.24942e-01 -1.01753e+00 -7.63043e+00 -5.98358e-01 
3.18723e-01 -6.68023e-02 5 -5.65350e-02 -6.61066e-02 5.91747e-02 0.00000e+00 1.17398e+00 8.62238e-01 9.12279e+00 -9.08279e-01 1.59684e-01 1.49665e+00 -1.16964e+01 -8.75961e-01 -1.02838e+00 1.04804e+00 1.02650e+01 -9.07761e-01 -2.14294e-01 -1.30985e+00 -3.17414e+00 -4.97711e-01 
1.97075e-01 -2.02350e-01 5 -2.92580e-02 -1.04574e-02 5.76768e-02 0.00000e+00 5.81862e-01 1.18807e+00 -4.95550e+00 -6.08871e-01 -1.56116e+00 -2.86363e-02 5.58189e+00 -1.01041e+00 7.55814e-01 -1.03345e+00 -1.57820e+01 -6.63101e-01 1.19453e+00 -3.00475e-01 2.75414e+01 -6.70975e-01 
3.35842e-01 -2.51894e-01 5 -4.96051e-02 2.11884e-04 5.70452e-02 0.00000e+00 1.68985e-02 1.32446e+00 -3.56836e+00 -5.88928e-01 -1.39335e+00 -3.85428e-01 8.79308e+00 -8.03116e-01 -5.30704e-01 -1.41964e+00 -1.10313e+01 -7.62924e-01 1.30950e+00 -4.49538e-01 8.11178e+00 -8.84842e-01 
4.29842e-01 -1.76643e-01 5 -6.91241e-02 -3.19549e-02 5.77680e-02 0.00000e+00 1.47313e+00 8.62164e-02 5.56714e+00 -1.02275e+00 -8.50486e-01 1.00186e+00 -5.37937e+01 -6.74698e-01 -1.00101e+00 8.42285e-01 5.66035e+01 -6.74866e-01 -7.82536e-01 -1.15155e+00 -5.91546e+00 -5.95337e-01 
3.26406e-01 -2.53839e-01 5 -4.79474e-02 1.40661e-03 5.70431e-02 0.00000e+00 5.14957e-02 1.32294e+00 -3.47475e+00 -5.85190e-01 -1.40281e+00 -3.88520e-01 8.40710e+00 -8.17627e-01 -4.44093e-01 -1.45164e+00 -1.04561e+01 -7.70355e-01 1.28844e+00 -4.84316e-01 8.40447e+00 -8.72025e-01 
2.99803e-01 -3.73703e-02 5 -5.49614e-02 -7.60758e-02 6.03931e-02 0.00000e+00 9.36333e-01 1.16342e+00 1.59669e+01 -9.19479e-01 5.55890e-01 1.41393e+00 -1.96831e+01 -9.17160e-01 -1.00374e+00 1.12053e+00 9.43329e+00 -9.64111e-01 -1.51132e-01 -1.28477e+00 -2.86212e+00 -4.61227e-01 
3.92019e-01 -1.72376e-01 5 -6.30480e-02 -3.14724e-02 5.72341e-02 0.00000e+00 1.43348e+00 1.14421e-01 6.04379e+00 -9.61288e-01 -3.59187e-01 1.32072e+00 -8.97363e+00 -7.00653e-01 -1.24056e+00 5.10938e-01 2.22713e+01 -7.22351e-01 -6.27209e-01 -1.27375e+00 -5.67609e+00 -6.16135e-01 
2.75920e-01 -2.06089e-01 5 -4.21240e-02 -1.32232e-02 5.68355e-02 0.00000e+00 2.72941e-01 1.33855e+00 -4.28061e+00 -6.43387e-01 -1.47767e+00 -3.69399e-02 6.90140e+00 -8.83881e-01 -7.92535e-03 -1.44246e+00 -7.38566e+00 -7.03568e-01 1.30278e+00 -1.59814e-01 9.94217e+00 -7.81570e-01 
5.11962e-01 -2.16148e-01 5 -8.08438e-02 -2.20115e-02 5.93988e-02 0.00000e+00 -1.17824e+00 2.88152e-01 -4.36996e+01 -5.53955e-01 -1.23138e+00 -1.63839e-02 5.99029e+01 -5.54352e-01 -1.17323e+00 -5.07736e-01 -3.73373e+01 -5.53345e-01 1.55480e+00 -9.91030e-02 4.73762e+00 -1.16328e+00 
3.11526e-01 -2.09706e-01 5 -4.78007e-02 -1.37731e-02 5.66362e-02 0.00000e+00 1.18982e-01 1.36223e+00 -4.17838e+00 -6.47507e-01 -1.44070e+00 -5.51098e-02 7.72443e+00 -8.29712e-01 -2.53040e-01 -1.44656e+00 -6.57693e+00 -7.05902e-01 1.34038e+00 -1.55761e-01 8.30007e+00 -8.34854e-01 
2.82511e-01 -1.56723e-01 5 -4.57790e-02 -3.13627e-02 5.68741e-02 0.00000e+00 1.31059e+00 2.70873e-01 8.29852e+00 -7.95853e-01 3.08390e-01 1.37925e+00 -5.77604e+00 -7.19711e-01 -1.42698e+00 3.18843e-01 8.62998e+00 -8.82401e-01 -7.59073e-02 -1.40042e+00 -5.05634e+00 -6.28998e-01 
4.27322e-01 -1.81293e-01 5 -6.84537e-02 -3.01333e-02 5.76866e-02 0.00000e+00 1.47076e+00 6.15477e-02 5.62196e+00 -1.01807e+00 -7.19269e-01 1.10536e+00 -2.55711e+01 -6.71143e-01 -1.11365e+00 6.79548e-01 3.40796e+01 -6.73645e-01 -7.90181e-01 -1.15216e+00 -6.13083e+00 -6.02951e-01 
3.50416e-01 -9.38052e-02 5 -6.03578e-02 -5.78384e-02 5.84049e-02 0.00000e+00 1.31406e+00 6.07612e-01 6.76352e+00 -9.30038e-01 -1.78749e-01 1.45391e+00 -1.12581e+01 -8.32169e-01 -9.69771e-01 1.04739e+00 1.50126e+01 -8.43063e-01 -3.35447e-01 -1.31501e+00 -3.53901e+00 -5.26855e-01 
3.17240e-01 -2.41314e-01 5 -4.70917e-02 -2.65340e-03 5.69011e-02 0.00000e+00 8.70202e-02 1.33390e+00 -3.62269e+00 -6.02112e-01 -1.42624e+00 -2.85653e-01 7.66001e+00 -8.26675e-01 -3.32621e-01 -1.46574e+00 -8.56951e+00 -7.53998e-01 1.30013e+00 -4.06975e-01 8.99356e+00 -8.52722e-01 
3.23207e-01 -6.52838e-02 5 -5.73670e-02 -6.69167e-02 5.92645e-02 0.00000e+00 1.18245e+00 8.57139e-01 8.83956e+00 -9.15802e-01 1.05602e-01 1.50235e+00 -1.18246e+01 -8.79501e-01 -9.94929e-01 1.07829e+00 1.11954e+01 -9.04984e-01 -2.27915e-01 -1.30676e+00 -3.14906e+00 -4.94888e-01 
