2.68370e-02 4.26789e-02 5 1.04065e+00 3.68454e-01 8.24184e+00 1.04522e+00 2.07630e+00 -3.09389e+01 1.04171e+00 2.44942e+00 2.15672e+01 1.19230e+02 1.85981e-02
6.56482e-02 -1.55657e-02 5 9.78909e-01 2.13425e+00 -8.63633e+00 9.71280e-01 3.37044e+00 3.07153e+01 9.68652e-01 3.98062e+00 -2.62409e+01 1.05789e+02 6.34511e-02
9.24356e-02 -1.93039e-03 5 9.64085e-01 2.62665e+00 -2.51177e+01 9.50375e-01 3.08527e+00 2.48227e+01 9.39247e-01 3.79520e+00 -1.96015e+01 6.69526e+01 2.86109e-01
9.44956e-03 -1.10228e-02 5 1.02549e+00 3.18994e+00 8.49943e+00 9.98338e-01 4.76989e+00 -9.71948e+00 1.02707e+00 6.25815e+00 8.65407e+00 1.75795e+02 2.76636e-01
-9.77978e-02 -9.55524e-03 5 9.36212e-01 6.02000e+00 -3.29581e+01 9.19395e-01 2.14676e-01 5.06286e+01 9.13230e-01 4.55564e-01 -2.60765e+01 4.11811e+01 7.66527e-02
3.34418e-02 -3.74529e-02 5 1.00308e+00 3.60445e+00 1.83685e+01 1.01359e+00 4.37385e+00 -2.08815e+01 1.06162e+00 6.03902e+00 8.60224e+00 1.39491e+02 1.27252e-01
-2.60278e-02 -2.56528e-02 5 1.00648e+00 5.15722e+00 -1.15316e+01 1.00548e+00 6.02672e+00 1.88051e+01 9.58237e-01 1.32412e+00 -9.94821e+00 1.40380e+02 6.63959e-02
7.81777e-02 -1.01381e-02 5 9.75299e-01 2.27115e+00 -1.14787e+01 9.60415e-01 3.27781e+00 2.75243e+01 9.55013e-01 3.85392e+00 -2.33355e+01 9.06862e+01 1.16939e-01
2.54987e-02 -6.23885e-02 5 1.03034e+00 4.12887e+00 1.12118e+02 1.03535e+00 4.26464e+00 -1.16630e+02 1.06939e+00 5.81703e+00 8.24239e+00 9.67244e+01 1.57388e-02
3.20864e-02 3.90750e-02 5 1.04463e+00 3.26371e-01 7.34830e+00 1.03985e+00 2.15803e+00 -3.06831e+01 1.03605e+00 2.43705e+00 2.61524e+01 1.20933e+02 4.39000e-02
-5.61509e-02 3.65722e-03 5 9.66698e-01 5.27848e+00 -8.51270e+00 9.58530e-01 2.58111e-01 1.60248e+01 9.52789e-01 6.92765e-01 -1.79189e+01 9.72579e+01 2.45116e-01
2.26437e-02 -3.91069e-02 5 1.01328e+00 3.54938e+00 1.47673e+01 1.02266e+00 4.57247e+00 -2.00553e+01 1.05371e+00 6.00210e+00 9.46027e+00 1.40530e+02 9.42190e-02
2.29674e-02 -1.49385e-02 5 9.86649e-01 1.75761e+00 -9.76726e+00 1.01252e+00 3.23886e+00 9.92237e+00 9.99423e-01 4.61801e+00 -1.27095e+01 1.63889e+02 3.87492e-01
1.13383e-02 8.83495e-03 5 1.02389e+00 1.42665e-01 7.64192e+00 1.00878e+00 1.65868e+00 -1.20137e+01 1.02870e+00 3.00828e+00 9.38673e+00 1.64188e+02 1.72679e-01
-4.26208e-02 -2.33731e-02 5 9.96274e-01 5.31743e+00 -1.31582e+01 9.91424e-01 5.98422e+00 2.94105e+01 9.47337e-01 1.13253e+00 -1.12799e+01 1.20223e+02 9.23408e-02
1.41706e-02 3.61729e-02 5 1.02771e+00 3.55749e-01 8.85510e+00 1.03679e+00 1.75122e+00 -2.12995e+01 1.04374e+00 2.68352e+00 1.58660e+01 1.33372e+02 7.43483e-02
