2.765181e-01 13 2.127062e-02
-1.194326e-01 -1.350224e-01 3 9.175755e+00 2.619383e+00
-1.194326e-01 -1.137518e-01 3 9.622549e+00 2.610720e+00
-1.194326e-01 -9.248116e-02 3 1.007031e+01 2.603627e+00
-1.194326e-01 -7.121053e-02 3 1.044313e+01 2.598169e+00
-1.194326e-01 -4.993991e-02 3 1.101050e+01 2.594338e+00
-1.194326e-01 -2.866929e-02 3 1.371323e+01 2.592107e+00
-1.194326e-01 -7.398666e-03 3 2.475251e+01 2.591493e+00
-1.194326e-01 1.387196e-02 3 1.880687e+01 2.592550e+00
-1.194326e-01 3.514258e-02 3 1.193013e+01 2.595290e+00
-1.194326e-01 5.641320e-02 3 1.017271e+01 2.599700e+00
-1.194326e-01 7.768383e-02 3 9.442417e+00 2.605725e+00
-1.194326e-01 9.895445e-02 3 9.040249e+00 2.613327e+00
-1.194326e-01 1.202251e-01 3 8.612396e+00 2.622469e+00
-9.816201e-02 -1.350224e-01 3 9.921710e+00 2.602273e+00
-9.816201e-02 -1.137518e-01 3 1.037782e+01 2.592680e+00
-9.816201e-02 -9.248116e-02 3 1.096294e+01 2.584769e+00
-9.816201e-02 -7.121053e-02 3 1.156462e+01 2.578654e+00
-9.816201e-02 -4.993991e-02 3 1.221194e+01 2.574363e+00
-9.816201e-02 -2.866929e-02 3 1.350833e+01 2.571864e+00
-9.816201e-02 -7.398666e-03 3 3.525720e+01 2.571135e+00
-9.816201e-02 1.387196e-02 3 1.529091e+01 2.572219e+00
-9.816201e-02 3.514258e-02 3 1.179396e+01 2.575174e+00
-9.816201e-02 5.641320e-02 3 1.055631e+01 2.579962e+00
-9.816201e-02 7.768383e-02 3 1.001147e+01 2.586538e+00
-9.816201e-02 9.895445e-02 3 9.630503e+00 2.594877e+00
-9.816201e-02 1.202251e-01 3 9.063067e+00 2.604891e+00
-7.689139e-02 -1.350224e-01 3 1.087684e+01 2.585878e+00
-7.689139e-02 -1.137518e-01 3 1.130946e+01 2.575144e+00
-7.689139e-02 -9.248116e-02 3 1.187240e+01 2.566235e+00
-7.689139e-02 -7.121053e-02 3 1.264826e+01 2.559305e+00
-7.689139e-02 -4.993991e-02 3 1.359675e+01 2.554450e+00
-7.689139e-02 -2.866929e-02 3 1.504618e+01 2.551612e+00
-7.689139e-02 -7.398666e-03 5 6.104290e+01 2.550745e+00
-7.689139e-02 1.387196e-02 3 1.390269e+01 2.551883e+00
-7.689139e-02 3.514258e-02 3 1.195354e+01 2.555084e+00
-7.689139e-02 5.641320e-02 3 1.109952e+01 2.560339e+00
-7.689139e-02 7.768383e-02 3 1.080766e+01 2.567623e+00
-7.689139e-02 9.895445e-02 3 1.029621e+01 2.576890e+00
-7.689139e-02 1.202251e-01 3 9.640570e+00 2.587949e+00
-5.562076e-02 -1.350224e-01 3 1.205993e+01 2.570505e+00
