-1.064363e+00 8.921554e-02 -4.008687e-02 7.584669e-03
-1.064363e+00 9.336510e-02 -4.029214e-02 8.194081e-03
-1.064363e+00 9.751467e-02 -4.050779e-02 8.804992e-03
-1.064363e+00 1.016642e-01 -4.074681e-02 9.419262e-03
-1.064363e+00 1.058138e-01 -4.098582e-02 1.003353e-02
-1.064363e+00 1.099634e-01 -4.125357e-02 1.065070e-02
-1.064363e+00 1.141129e-01 -4.152513e-02 1.126825e-02
-1.064363e+00 1.182625e-01 -4.181099e-02 1.188858e-02
-1.064363e+00 1.224121e-01 -4.211617e-02 1.251266e-02
-1.064363e+00 1.265616e-01 -4.242134e-02 1.313674e-02
-1.064363e+00 1.307112e-01 -4.275882e-02 1.376612e-02
-1.064363e+00 1.348608e-01 -4.309654e-02 1.439573e-02
-1.064363e+00 1.390103e-01 -4.345238e-02 1.502981e-02
-1.064363e+00 1.431599e-01 -4.382360e-02 1.566766e-02
-1.064363e+00 1.473095e-01 -4.419816e-02 1.630621e-02
-1.064363e+00 1.514590e-01 -4.460180e-02 1.695088e-02
-1.064363e+00 1.556086e-01 -4.500544e-02 1.759553e-02
-1.064363e+00 1.597582e-01 -4.543102e-02 1.824678e-02
-1.064363e+00 1.639077e-01 -4.586804e-02 1.890144e-02
-1.064363e+00 1.680573e-01 -4.631209e-02 1.955804e-02
-1.064363e+00 1.722068e-01 -4.678130e-02 2.022187e-02
-1.064363e+00 1.763564e-01 -4.725051e-02 2.088568e-02
-1.064363e+00 1.805060e-01 -4.774547e-02 2.155864e-02
-1.064363e+00 1.846555e-01 -4.824793e-02 2.223426e-02
-1.064363e+00 1.888051e-01 -4.876101e-02 2.291338e-02
-1.064363e+00 1.929547e-01 -4.929543e-02 2.359943e-02
-1.064363e+00 1.971042e-01 -4.982996e-02 2.428551e-02
-1.064363e+00 2.012538e-01 -5.039382e-02 2.498372e-02
-1.064363e+00 2.054034e-01 -5.096114e-02 2.568337e-02
