-2.326772e+00 1.646090e-01 -2.462397e-01 1.655869e-01
-2.326772e+00 1.735068e-01 -2.469137e-01 1.656747e-01
-2.326772e+00 1.824046e-01 -2.475832e-01 1.657661e-01
-2.326772e+00 1.913024e-01 -2.483070e-01 1.658644e-01
-2.326772e+00 2.002002e-01 -2.490494e-01 1.659651e-01
-2.326772e+00 2.090980e-01 -2.498138e-01 1.660717e-01
-2.317875e+00 7.563111e-02 -2.335539e-01 1.645293e-01
-2.317875e+00 8.452890e-02 -2.339418e-01 1.645733e-01
-2.317875e+00 9.342669e-02 -2.343328e-01 1.646172e-01
-2.317875e+00 1.023245e-01 -2.347615e-01 1.646587e-01
-2.317875e+00 1.112223e-01 -2.352192e-01 1.646937e-01
-2.317875e+00 1.201201e-01 -2.356822e-01 1.647290e-01
-2.317875e+00 1.290179e-01 -2.362139e-01 1.647700e-01
-2.317875e+00 1.379156e-01 -2.367454e-01 1.648110e-01
-2.317875e+00 1.468134e-01 -2.373235e-01 1.648537e-01
-2.317875e+00 1.557112e-01 -2.379289e-01 1.648974e-01
-2.317875e+00 1.646090e-01 -2.385480e-01 1.649435e-01
-2.317875e+00 1.735068e-01 -2.392244e-01 1.650023e-01
-2.317875e+00 1.824046e-01 -2.398965e-01 1.650646e-01
-2.317875e+00 1.913024e-01 -2.406232e-01 1.651340e-01
-2.317875e+00 2.002002e-01 -2.413683e-01 1.652059e-01
-2.317875e+00 2.090980e-01 -2.421360e-01 1.652837e-01
-2.317875e+00 2.179958e-01 -2.429538e-01 1.653751e-01
-2.317875e+00 2.268935e-01 -2.437718e-01 1.654666e-01
-2.317875e+00 2.357913e-01 -2.446523e-01 1.655716e-01
-2.317875e+00 2.446891e-01 -2.455375e-01 1.656758e-01
-2.317875e+00 2.535869e-01 -2.464507e-01 1.657895e-01
-2.317875e+00 2.624847e-01 -2.474051e-01 1.659178e-01
-2.317875e+00 2.713825e-01 -2.483597e-01 1.660462e-01
-2.317875e+00 2.802803e-01 -2.493830e-01 1.661948e-01
-2.317875e+00 2.891781e-01 -2.504077e-01 1.663438e-01
-2.317875e+00 2.980759e-01 -2.514699e-01 1.665091e-01
-2.317875e+00 3.069737e-01 -2.525635e-01 1.666882e-01
-2.308977e+00 3.114216e-02 -2.244511e-01 1.640702e-01
-2.308977e+00 4.003995e-02 -2.246857e-01 1.640967e-01
-2.308977e+00 4.893774e-02 -2.249300e-01 1.641236e-01
-2.308977e+00 5.783553e-02 -2.252033e-01 1.641460e-01
-2.308977e+00 6.673332e-02 -2.255213e-01 1.641615e-01
-2.308977e+00 7.563111e-02 -2.258391e-01 1.641770e-01
-2.308977e+00 8.452890e-02 -2.262275e-01 1.641916e-01
-2.308977e+00 9.342669e-02 -2.266192e-01 1.642062e-01
-2.308977e+00 1.023245e-01 -2.270489e-01 1.642184e-01
-2.308977e+00 1.112223e-01 -2.275078e-01 1.642239e-01
-2.308977e+00 1.201201e-01 -2.279723e-01 1.642298e-01
-2.308977e+00 1.290179e-01 -2.285054e-01 1.642414e-01
-2.308977e+00 1.379156e-01 -2.290385e-01 1.642531e-01
