-6.812003e-01 -6.958833e-01
-6.812003e-01 -6.553814e-01
-6.812003e-01 -6.148795e-01
-6.812003e-01 -5.743775e-01
-6.812003e-01 -5.338756e-01
-6.812003e-01 -4.933737e-01
-6.812003e-01 -4.528717e-01
-6.812003e-01 -4.123698e-01
-6.812003e-01 -3.718679e-01
-6.812003e-01 -3.313659e-01
-6.812003e-01 -2.908640e-01
-6.812003e-01 -2.503621e-01
-6.812003e-01 -2.098601e-01
-6.812003e-01 -1.693582e-01
-6.812003e-01 -1.288563e-01
-6.812003e-01 -8.835434e-02
-6.812003e-01 -4.785240e-02
-6.812003e-01 -7.350473e-03
-6.812003e-01 3.315146e-02
-6.812003e-01 7.365339e-02
-6.812003e-01 1.141553e-01
-6.812003e-01 1.546573e-01
-6.812003e-01 1.951592e-01
-6.812003e-01 2.356611e-01
-6.812003e-01 2.761631e-01
-6.812003e-01 3.166650e-01
-6.812003e-01 3.571669e-01
-6.812003e-01 3.976689e-01
-6.812003e-01 4.381708e-01
-6.812003e-01 4.786727e-01
-6.812003e-01 5.191746e-01
-6.812003e-01 5.596766e-01
-6.812003e-01 6.001785e-01
-6.812003e-01 6.406805e-01
-6.812003e-01 6.811824e-01
-6.406984e-01 -6.958833e-01
-6.406984e-01 -6.553814e-01
-6.406984e-01 -6.148795e-01
-6.406984e-01 -5.743775e-01
-6.406984e-01 -5.338756e-01
-6.406984e-01 -4.933737e-01
-6.406984e-01 -4.528717e-01
-6.406984e-01 -4.123698e-01
-6.406984e-01 -3.718679e-01
-6.406984e-01 -3.313659e-01
-6.406984e-01 -2.908640e-01
-6.406984e-01 -2.503621e-01
-6.406984e-01 -2.098601e-01
-6.406984e-01 -1.693582e-01
-6.406984e-01 1.546573e-01
-6.406984e-01 1.951592e-01
-6.406984e-01 2.356611e-01
-6.406984e-01 2.761631e-01
-6.406984e-01 3.166650e-01
-6.406984e-01 3.571669e-01
-6.406984e-01 3.976689e-01
-6.406984e-01 4.381708e-01
-6.406984e-01 4.786727e-01
-6.406984e-01 5.191746e-01
-6.406984e-01 5.596766e-01
-6.406984e-01 6.001785e-01
-6.406984e-01 6.406805e-01
-6.406984e-01 6.811824e-01
-6.001965e-01 -6.958833e-01
-6.001965e-01 -6.553814e-01
-6.001965e-01 -6.148795e-01
-6.001965e-01 -5.743775e-01
-6.001965e-01 -5.338756e-01
-6.001965e-01 -4.933737e-01
-6.001965e-01 -4.528717e-01
-6.001965e-01 -4.123698e-01
-6.001965e-01 -3.718679e-01
-6.001965e-01 -3.313659e-01
-6.001965e-01 -2.908640e-01
-6.001965e-01 2.761631e-01
-6.001965e-01 3.166650e-01
-6.001965e-01 3.571669e-01
-6.001965e-01 3.976689e-01
-6.001965e-01 4.381708e-01
-6.001965e-01 4.786727e-01
-6.001965e-01 5.191746e-01
-6.001965e-01 5.596766e-01
-6.001965e-01 6.001785e-01
-6.001965e-01 6.406805e-01
-6.001965e-01 6.811824e-01
